,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5761,5762,CA-2017-158169,8/12/2017,8/15/2017,first class,JM-16195,justin mackendrick,consumer,united states,lake forest,california,92630.0,west,OFF-AP-10000828,office supplies,appliances,avanti 4.4 cu. ft. refrigerator,542.94,3.0,0.0,152.0232
5762,5763,CA-2017-158169,8/12/2017,8/15/2017,first class,JM-16195,justin mackendrick,consumer,united states,lake forest,california,92630.0,west,FUR-FU-10001473,furniture,furnishings,dax wood document frame,54.92,4.0,0.0,19.7712
5763,5764,CA-2015-162047,11/3/2015,11/5/2015,first class,FH-14365,fred hopkins,corporate,united states,long beach,new york,11561.0,east,FUR-CH-10004983,furniture,chairs,office star - mid back dual function ergonomic high back chair with 2-way adjustable arms,1448.82,10.0,0.1,209.274
5764,5765,CA-2015-117772,9/10/2015,9/12/2015,second class,MC-17575,matt collins,consumer,united states,seattle,washington,98103.0,west,OFF-ST-10003994,office supplies,storage,"belkin 19"" center-weighted shelf, gray",353.88,6.0,0.0,17.694
5765,5766,US-2014-126340,11/8/2014,11/14/2014,standard class,EB-13870,emily burns,consumer,united states,redding,california,96003.0.0,west,TEC-PH-10004447,technology,phones,toshiba ipt2010-sd ipâ telephone,333.576,3.0,0.2,25.0182
5766,5767,CA-2016-149685,10/8/2016,10/15/2016,standard class,PM-19135,peter mcvee,home office,united states,san antonio,texas,78207.0,central,OFF-LA-10004545,office supplies,labels,avery 50,60.144,6.0,0.2,20.2986
5767,5768,CA-2017-126396,9/8/2017,9/12/2017,second class,AR-10345,alex russell,corporate,united states,houston,texas,77070.0,central,TEC-AC-10003116,technology,accessories,memorex froggy flash drive 8 gb,85.2,6.0,0.2,20.235
5768,5769,CA-2015-154900,2/25/2015,3/1/2015,standard class,SS-20875,sung shariari,consumer,united states,leominster,massachusetts,1453.0,east,OFF-LA-10001641,office supplies,labels,avery 518,3.15,1.0,0.0,1.512
5769,5770,CA-2015-154900,2/25/2015,3/1/2015,standard class,SS-20875,sung shariari,consumer,united states,leominster,massachusetts,1453.0,east,OFF-PA-10002377,office supplies,paper,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 200/messages",22.72,4.0,0.0,10.224
5770,5771,CA-2015-103835,9/24/2015,9/28/2015,standard class,SC-20440,shaun chance,corporate,united states,los angeles,california,90032.0,west,FUR-FU-10000010,furniture,furnishings,"dax value u-channel document frames, easel back",14.91,3.0,0.0,4.6221
5771,5772,CA-2015-103835,9/24/2015,9/28/2015,standard class,SC-20440,shaun chance,corporate,united states,los angeles,california,90032.0,west,OFF-AP-10002651,office supplies,appliances,hoover upright vacuum with dirt cup,1158.12,4.0,0.0,335.8548
5772,5773,CA-2015-158939,2015-11-26,12/1/2015,standard class,EA-14035,erin ashbrook,corporate,united states,springfield,missouri,65807.0,central,TEC-CO-10002313,technology,copiers,canon pc1080f personal copier,599.99,1.0,0.0,233.9961
5773,5774,CA-2016-117408,2016-08-31,9/6/2016,standard class,TP-21130,theone pippenger,consumer,united states,waco,texas,76706.0,central,OFF-ST-10001580,office supplies,storage,super decoflex portable personal file,23.968,2.0,0.2,2.3968
5774,5775,CA-2016-142398,4/12/2016,4/16/2016,standard class,BP-11290,beth paige,consumer,united states,los angeles,california,90036.0,west,FUR-CH-10001545,furniture,chairs,hon comfortask task/swivel chairs,638.288,7.0,0.2,-31.9144
5775,5776,CA-2016-142398,4/12/2016,4/16/2016,standard class,BP-11290,beth paige,consumer,united states,los angeles,california,90036.0,west,OFF-BI-10004826,office supplies,binders,jm magazine binder,13.208,1.0,0.2,4.6228
5776,5777,CA-2016-105277,12/4/2016,12/8/2016,standard class,LM-17065,liz mackendrick,consumer,united states,auburn,new york,13021.0,east,OFF-BI-10000301,office supplies,binders,gbc instant report kit,15.528,3.0,0.2,5.823
5777,5778,CA-2016-112060,12/4/2016,12/9/2016,standard class,KT-16465,kean takahito,consumer,united states,san francisco,california,94109.0,west,OFF-PA-10000994,office supplies,paper,xerox 1915,104.85,1.0,0.0,50.328
5778,5779,CA-2014-105270,11/11/2014,11/18/2014,standard class,AP-10915,arthur prichep,consumer,united states,los angeles,california,90008.0,west,OFF-AR-10003156,office supplies,art,50 colored long pencils,30.48,3.0,0.0,7.9248
5779,5780,CA-2014-105270,11/11/2014,11/18/2014,standard class,AP-10915,arthur prichep,consumer,united states,los angeles,california,90008.0,west,FUR-CH-10000988,furniture,chairs,hon olson stacker stools,112.648,1.0,0.2,11.2648
5780,5781,US-2015-159513,4/2/2015,4/9/2015,standard class,JD-15790,john dryer,consumer,united states,los angeles,california,90049.0,west,TEC-MA-10003329,technology,machines,"vtech at&t cl2940 corded speakerphone, black",71.976,3.0,0.2,24.2919
5781,5782,CA-2015-155586,12/12/2015,12/16/2015,second class,XP-21865,xylona preis,consumer,united states,chico,california,95928.0,west,OFF-AR-10001547,office supplies,art,newell 311,2.21,1.0,0.0,0.5967
5782,5783,CA-2015-155586,12/12/2015,12/16/2015,second class,XP-21865,xylona preis,consumer,united states,chico,california,95928.0,west,OFF-EN-10003072,office supplies,envelopes,peel & seel envelopes,15.52,4.0,0.0,7.4496
5783,5784,CA-2015-155586,12/12/2015,12/16/2015,second class,XP-21865,xylona preis,consumer,united states,chico,california,95928.0,west,OFF-PA-10000726,office supplies,paper,"black print carbonless snap-off rapid letter, 8 1/2"" x 7""",36.44,4.0,0.0,16.398
5784,5785,CA-2017-141117,10/2/2017,10/8/2017,standard class,JK-16090,juliana krohn,consumer,united states,springfield,oregon,97477.0,west,FUR-BO-10001972,furniture,bookcases,o'sullivan 4-shelf bookcase in odessa pine,217.764,6.0,0.7,-384.7164
5785,5786,CA-2017-141117,10/2/2017,10/8/2017,standard class,JK-16090,juliana krohn,consumer,united states,springfield,oregon,97477.0,west,OFF-SU-10004664,office supplies,supplies,acme softgrip scissors,39.072,6.0,0.2,4.3956
5786,5787,CA-2017-141117,10/2/2017,10/8/2017,standard class,JK-16090,juliana krohn,consumer,united states,springfield,oregon,97477.0,west,OFF-BI-10003676,office supplies,binders,"gbc standard recycled report covers, clear plastic sheets",,7.0,0.7,-16.6012
5787,5788,CA-2017-141117,10/2/2017,10/8/2017,standard class,JK-16090,juliana krohn,consumer,united states,springfield,oregon,97477.0,west,OFF-AR-10003727,office supplies,art,berol giant pencil sharpener,95.144,7.0,0.2,10.7037
5788,5789,CA-2017-115070,4/10/2017,4/14/2017,second class,MG-18205,mitch gastineau,corporate,united states,jacksonville,florida,32216.0,south,FUR-FU-10003829,furniture,furnishings,stackable trays,12.32,5.0,0.2,1.848
5789,5790,CA-2017-115070,4/10/2017,4/14/2017,second class,MG-18205,mitch gastineau,corporate,united states,jacksonville,florida,32216.0,south,OFF-BI-10003712,office supplies,binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", light blue",4.419,3.0,0.7,-3.0933
5790,5791,CA-2017-140186,9/29/2017,10/2/2017,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309.0,west,OFF-FA-10002280,office supplies,fasteners,advantus plastic paper clips,35.0,7.0,0.0,16.8
5791,5792,CA-2017-140186,9/29/2017,10/2/2017,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309.0,west,FUR-CH-10002961,furniture,chairs,"leather task chair, black",72.784,1.0,0.2,0.0
5792,5793,CA-2017-140186,9/29/2017,10/2/2017,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309.0,west,OFF-AP-10002578,office supplies,appliances,"fellowes premier superior surge suppressor, 10-outlet, with phone and remote",97.84,2.0,0.0,25.4384
5793,5794,CA-2017-140186,9/29/2017,10/2/2017,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309.0,west,FUR-FU-10004848,furniture,furnishings,"howard miller 13-3/4"" diameter brushed chrome round wall clock",51.75,1.0,0.0,15.525
5794,5795,CA-2017-140186,9/29/2017,10/2/2017,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309.0,west,OFF-BI-10003364,office supplies,binders,binding machine supplies,46.672,2.0,0.2,16.3352
5795,5796,CA-2014-124856,9/29/2014,10/3/2014,second class,LD-17005,lisa decherney,consumer,united states,new york city,new york,10011.0,east,OFF-ST-10002615,office supplies,storage,"dual level, single-width filing carts",1395.54,9.0,0.0,362.8404
5796,5797,CA-2014-124856,9/29/2014,10/3/2014,,LD-17005,lisa decherney,consumer,united states,new york city,new york,10011.0,east,FUR-FU-10000521,furniture,furnishings,"seth thomas 14"" putty-colored wall clock",117.36,4.0,0.0,36.3816
5797,5798,CA-2014-124856,9/29/2014,10/3/2014,second class,LD-17005,lisa decherney,consumer,united states,new york city,new york,10011.0,east,OFF-LA-10000121,office supplies,labels,avery 48,18.9,3.0,0.0,8.694
5798,5799,CA-2014-124856,9/29/2014,10/3/2014,second class,LD-17005,lisa decherney,consumer,united states,new york city,new york,10011.0,east,OFF-PA-10001289,office supplies,paper,white computer printout paper by universal,77.52,2.0,0.0,37.9848
5799,5800,CA-2014-166716,8/20/2014,8/25/2014,second class,CR-12730,craig reiter,consumer,united states,chicago,illinois,60610.0,central,FUR-CH-10004495,furniture,chairs,"global leather and oak executive chair, black",421.372,2.0,0.3,-6.0196
5800,5801,CA-2014-123225,7/11/2014,7/14/2014,first class,MN-17935,michael nguyen,consumer,united states,el paso,texas,79907.0,central,TEC-PH-10000895,technology,phones,polycom vvx 310 voip phone,575.968,4.0,0.2,43.1976
5801,5802,CA-2014-123225,7/11/2014,7/14/2014,first class,MN-17935,michael nguyen,consumer,united states,el paso,texas,79907.0,central,OFF-PA-10000552,office supplies,paper,xerox 200,10.368,2.0,0.2,3.6288
5802,5803,CA-2015-163440,3/22/2015,3/24/2015,first class,RD-19900,ruben dartt,consumer,united states,thousand oaks,california,91360.0,west,TEC-PH-10000376,technology,phones,square credit card reader,15.984,2.0,0.2,1.1988
5803,5804,US-2017-106796,2017-05-12,5/19/2017,standard class,JP-16135,,home office,united states,springfield,ohio,45503.0,east,OFF-AR-10003504,office supplies,art,newell 347,10.272,3.0,0.2,1.1556
5804,5805,CA-2017-113873,11/13/2017,11/19/2017,standard class,KE-16420,katrina edelman,corporate,united states,dallas,texas,75220.0,central,OFF-ST-10000943,office supplies,storage,eldon profile file 'n store portable file tub letter/legal size black,61.792,4.0,0.2,6.1792
5805,5806,CA-2017-113873,11/13/2017,11/19/2017,standard class,KE-16420,katrina edelman,corporate,united states,dallas,texas,75220.0,central,FUR-BO-10003441,furniture,bookcases,"bush westfield collection bookcases, fully assembled",205.9992,3.0,0.32,-27.2646
5806,5807,CA-2016-149783,9/4/2016,9/7/2016,second class,DL-13315,delfina latchford,consumer,united states,knoxville,tennessee,37918.0,south,OFF-PA-10002195,office supplies,paper,"rsvp cards & envelopes, blank white, 8-1/2"" x 11"", 24 cards/25 envelopes/set",12.192,3.0,0.2,4.1148
5807,5808,CA-2016-149783,9/4/2016,9/7/2016,second class,DL-13315,delfina latchford,consumer,united states,knoxville,tennessee,37918.0,south,OFF-AP-10001205,office supplies,appliances,belkin 5 outlet surgemaster power centers,87.168,2.0,0.2,8.7168
5808,5809,CA-2016-149783,9/4/2016,9/7/2016,,DL-13315,delfina latchford,consumer,united states,knoxville,tennessee,37918.0,south,OFF-AR-10002987,office supplies,art,prismacolor color pencil set,31.744,2.0,0.2,8.3328
5809,5810,CA-2016-125017,2/6/2016,2/11/2016,standard class,KB-16240,karen bern,corporate,united states,chattanooga,tennessee,37421.0,south,FUR-FU-10000723,furniture,furnishings,"deflect-o economat studded, no bevel mat for low pile carpeting",132.224,4.0,0.2,-18.1808
5810,5811,US-2015-163279,3/22/2015,3/26/2015,standard class,JD-16150,justin deggeller,corporate,united states,san diego,california,92037.0,west,OFF-PA-10003127,office supplies,paper,easy-staple paper,105.52,4.0,0.0,48.5392
5811,5812,US-2015-163279,3/22/2015,3/26/2015,standard class,JD-16150,justin deggeller,corporate,united states,san diego,california,92037.0,west,FUR-FU-10000747,furniture,furnishings,tenex b1-re series chair mats for low pile carpets,91.96,2.0,0.0,15.6332
5812,5813,US-2015-163279,3/22/2015,3/26/2015,standard class,JD-16150,justin deggeller,corporate,united states,san diego,california,92037.0,west,TEC-PH-10001795,technology,phones,clearone chatattach 160 -â speaker phone,1487.976,3.0,0.2,185.997
5813,5814,CA-2015-150196,7/2/2015,7/3/2015,first class,SR-20740,steven roelle,home office,united states,new york city,new york,10024.0,east,OFF-PA-10003797,office supplies,paper,xerox 209,19.44,3.0,0.0,9.3312
5814,5815,US-2015-106495,6/15/2015,6/17/2015,first class,AC-10450,amy cox,consumer,united states,tampa,florida,33614.0,south,TEC-AC-10002718,technology,accessories,belkin standard 104 key usb keyboard,11.672,1.0,0.2,-0.7295
5815,5816,CA-2014-124730,11/26/2014,11/26/2014,same day,LS-17245,,consumer,united states,utica,new york,13501.0,east,TEC-PH-10002170,technology,phones,clearsounds csc500 amplified spirit phone corded phone,279.96,4.0,0.0,78.3888
5816,5817,CA-2014-124730,11/26/2014,11/26/2014,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501.0,east,OFF-BI-10001078,office supplies,binders,"acco presstex data binder with storage hooks, dark blue, 14 7/8"" x 11""",12.912,3.0,0.2,4.6806
5817,5818,CA-2014-124730,11/26/2014,11/26/2014,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501.0,east,OFF-BI-10001031,office supplies,binders,pressboard data binders by wilson jones,17.088,4.0,0.2,5.7672
5818,5819,CA-2014-124730,11/26/2014,11/26/2014,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501.0,east,OFF-LA-10001158,office supplies,labels,"avery address/shipping labels for typewriters, 4"" x 2""",93.15,9.0,0.0,44.712
5819,5820,CA-2014-124730,2014-11-26,11/26/2014,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501.0,east,OFF-LA-10001613,office supplies,labels,avery file folder labels,11.52,4.0,0.0,5.6448
5820,5821,CA-2017-117632,5/12/2017,5/18/2017,standard class,CS-12175,charles sheldon,corporrate,united states,san francisco,california,94122.0,west,OFF-SU-10000157,office supplies,supplies,compact automatic electric letter opener,238.62,2.0,0.0,4.7724
5821,5822,CA-2017-117632,5/12/2017,5/18/2017,,CS-12175,charles sheldon,corporate,united states,san francisco,california,94122.0,west,OFF-AP-10004868,office supplies,appliances,hoover commercial soft guard upright vacuum and disposable filtration bags,7.77,1.0,0.0,2.0979
5822,5823,CA-2017-117632,5/12/2017,5/18/2017,standard class,CS-12175,,corporate,united states,san francisco,california,94122.0,west,FUR-TA-10001520,furniture,tables,"lesro sheffield collection coffee table, end table, center table, corner table",285.48,5.0,0.2,-10.7055
5823,5824,CA-2017-117632,5/12/2017,5/18/2017,standard class,CS-12175,charles sheldon,corporate,united states,san francisco,california,94122.0,west,OFF-BI-10001900,office supplies,binders,"dxl angle-view binders with locking rings, black",19.168,4.0,0.2,6.4692
5824,5825,CA-2014-115056,5/2/2014,5/2/2014,same day,AR-10510,andrew roberts,consumer,united states,columbus,ohio,43229.0,east,OFF-AP-10003971,office supplies,appliances,belkin 6 outlet metallic surge strip,26.136,3.0,0.2,1.9602
5825,5826,CA-2017-161067,9/3/2017,9/6/2017,second class,KB-16405,katrina bavinger,home office,united states,new york city,new york,10035.0,east,OFF-PA-10000418,office supplies,paper,xerox 189,419.4,4.0,0.0,201.312
5826,5827,CA-2017-161067,9/3/2017,9/6/2017,second class,KB-16405,katrina bavinger,home office,united states,new york city,new york,10035.0,east,FUR-CH-10004626,furniture,chairs,office star flex back scooter chair with aluminum finish frame,90.801,1.0,0.1,14.1246
5827,5828,CA-2017-161067,9/3/2017,9/6/2017,second class,KB-16405,katrina bavinger,home office,united states,new york city,new york,10035.0,east,FUR-CH-10004860,furniture,chairs,global low back tilter chair,181.764,2.0,0.1,-8.0784
5828,5829,CA-2017-161067,9/3/2017,9/6/2017,second class,KB-16405,katrina bavinger,home office,united states,new york city,new york,10035.0,east,OFF-AR-10003251,office supplies,art,prang drawing pencil set,5.56,2.0,0.0,2.224
5829,5830,CA-2016-122063,12/3/2016,12/7/2016,standard class,MM-17920,michael moore,consumer,united states,richmond,indiana,47374.0,central,FUR-TA-10004575,furniture,tables,hon 5100 series wood tables,581.96,2.0,0.0,104.7528
5830,5831,CA-2016-122063,12/3/2016,12/7/2016,standard class,MM-17920,michael moore,consumer,united states,richmond,indiana,47374.0,central,FUR-CH-10004754,furniture,chairs,"global stack chair with arms, black",29.98,1.0,0.0,8.0946
5831,5832,CA-2015-111206,7/18/2015,7/22/2015,standard class,RF-19735,roland fjeld,consumer,united states,san diego,california,92105.0,west,TEC-AC-10003095,technology,accessories,logitech g35 7.1-channel surround sound headset,519.96,4.0,0.0,176.7864
5832,5833,CA-2016-142895,7/21/2016,7/26/2016,standard class,BP-11290,beth paige,consumer,united states,concord,north carolina,28027.0,south,OFF-LA-10000262,office supplies,labels,avery 494,6.264,3.0,0.2,2.0358
5833,5834,CA-2016-142895,7/21/2016,7/26/2016,standard class,BP-11290,beth paige,consumer,united states,concord,north carolina,28027.0,south,FUR-CH-10002961,furniture,chairs,"leather task chair, black",363.92,5.0,0.2,0.0
5834,5835,CA-2015-101868,6/9/2015,6/16/2015,standard class,MJ-17740,max jones,consumer,united states,miami,florida,33178.0,south,OFF-BI-10003876,office supplies,binders,"green canvas binder for 8-1/2"" x 14"" sheets",64.2,5.0,0.7,-42.8
5835,5836,CA-2015-101868,6/9/2015,6/16/2015,standard class,MJ-17740,max jones,consumer,united states,miami,florida,33178.0,south,OFF-BI-10002133,office supplies,binders,"wilson jones elliptical ring 3 1/2"" capacity binders, 800 sheets",38.52,3.0,0.7,-26.964
5836,5837,CA-2015-101868,6/9/2015,6/16/2015,standard class,MJ-17740,,consumer,united states,miami,florida,33178.0,south,TEC-AC-10004396,technology,accessories,logitech keyboard k120,72.6,5.0,0.2,-8.1675
5837,5838,CA-2017-133207,11/27/2017,12/3/2017,standard class,DO-13645,doug o'connell,consumer,united states,los angeles,california,90036.0,west,TEC-PH-10004100,technology,phones,griffin gc17055 auxiliary audio cable,57.568,4.0,0.2,5.7568
5838,5839,CA-2015-132948,3/27/2015,4/3/2015,standard class,MV-17485,mark van huff,consumer,united states,seattle,washington,98115.0,west,OFF-ST-10000636,office supplies,storage,rogers profile extra capacity storage tub,83.7,5.0,0.0,3.348
5839,5840,CA-2015-134992,9/22/2015,9/26/2015,second class,MG-17875,michael grace,home office,united states,arlington,virginia,22204.0,south,OFF-PA-10001972,office supplies,paper,xerox 214,32.4,5.0,0.0,15.552
5840,5841,CA-2015-134992,9/22/2015,9/26/2015,second class,MG-17875,michael grace,home office,united states,arlington,virginia,22204.0,south,FUR-FU-10002554,furniture,furnishings,"westinghouse floor lamp with metal mesh shade, black",47.98,2.0,0.0,11.0354
5841,5842,CA-2015-126725,11/17/2015,11/21/2015,,BS-11665,brian stugart,consumer,united states,san diego,california,92105.0,west,TEC-PH-10003174,technology,phones,rca visys 25825 wireless digital phone,415.968,4.0,0.2,51.996
5842,5843,CA-2015-126725,11/17/2015,11/21/2015,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105.0,west,OFF-ST-10001418,office supplies,storage,carina media storage towers in natural & black,304.9,5.0,0.0,6.098
5843,5844,CA-2015-126725,11/17/2015,11/21/2015,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105.0,west,FUR-FU-10002813,furniture,furnishings,"dax contemporary wood frame with silver metal mat, desktop, 11 x 14 size",80.96,4.0,0.0,29.1456
5844,5845,CA-2015-126725,11/17/2015,11/21/2015,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105.0,west,OFF-ST-10000129,office supplies,storage,fellowes recycled storage drawers,777.21,7.0,0.0,54.4047
5845,5846,CA-2015-126725,11/17/2015,11/21/2015,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105.0,west,OFF-PA-10001639,office supplies,paper,xerox 203,32.4,5.0,0.0,15.552
5846,5847,CA-2015-126725,11/17/2015,11/21/2015,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105.0,west,FUR-CH-10001708,furniture,chairs,office star - contemporary swivel chair with padded adjustable arms and flex back,225.568,2.0,0.2,2.8196
5847,5848,CA-2015-126725,11/17/2015,11/21/2015,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105.0,west,FUR-FU-10001591,furniture,furnishings,advantus panel wall certificate holder - 8.5x11,36.6,3.0,0.0,15.372
5848,5849,CA-2015-121783,11/10/2015,11/14/2015,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,55113.0,central,OFF-AP-10003849,office supplies,appliances,hoover shoulder vac commercial portable vacuum,715.64,2.0,0.0,178.91
5849,5850,CA-2015-121783,11/10/2015,11/14/2015,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,,central,OFF-ST-10000078,office supplies,storage,tennsco 6- and 18-compartment lockers,795.51,3.0,0.0,143.1918
5850,5851,CA-2015-121783,11/10/2015,11/14/2015,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,55113.0,central,TEC-CO-10001571,technology,copiers,sharp 1540cs digital laser copier,549.99,1.0,0.0,274.995
5851,5852,CA-2015-121783,11/10/2015,11/14/2015,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,55113.0,central,OFF-BI-10001658,office supplies,binders,gbc standard therm-a-bind covers,,3.0,0.0,34.3896
5852,5853,CA-2015-121783,11/10/2015,11/14/2015,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,,central,FUR-FU-10004351,furniture,furnishings,staple-based wall hangings,29.22,3.0,0.0,12.8568
5853,5854,US-2014-138835,9/10/2014,9/14/2014,standard class,DA-13450,dianna arnett,home office,united states,virginia beach,virginia,23464.0,south,OFF-BI-10003314,office supplies,binders,tuff stuff recycled round ring binders,9.64,2.0,0.0,4.7236
5854,5855,CA-2015-112214,8/5/2015,8/11/2015,standard class,AH-10690,anna hã¤berlin,corporate,united states,dallas,texas,75220.0,central,OFF-ST-10001505,office supplies,storage,"perma stor-all hanging file box, 13 1/8""w x 12 1/4""d x 10 1/2""h",,7.0,0.2,-1.2558
5855,5856,CA-2015-112214,8/5/2015,8/11/2015,standard class,AH-10690,anna hã¤berlin,corporate,united states,dallas,texas,75220.0,central,OFF-SU-10003567,office supplies,supplies,stiletto hand letter openers,23.04,3.0,0.2,-4.896
5856,5857,CA-2015-112214,8/5/2015,8/11/2015,standard class,AH-10690,anna hã¤berlin,corporate,united states,dallas,texas,75220.0,central,OFF-BI-10002982,office supplies,binders,avery self-adhesive photo pockets for polaroid photos,1.362,1.0,0.8,-2.1792
5857,5858,CA-2015-112214,8/5/2015,8/11/2015,standard class,AH-10690,anna hã¤berlin,corporate,united states,dallas,texas,75220.0,central,FUR-FU-10002364,furniture,furnishings,"eldon expressions wood desk accessories, oak",14.76,5.0,0.6,-11.439
5858,5859,US-2017-153255,9/3/2017,9/7/2017,second class,JK-15730,joe kamberova,consumer,united states,concord,california,94521.0,west,FUR-BO-10004218,furniture,bookcases,"bush heritage pine collection 5-shelf bookcase, albany pine finish, *special order",239.666,2.0,0.15,14.098
5859,5860,CA-2015-108119,11/1/2015,11/8/2015,standard class,MS-17530,marybeth skach,consumer,united states,conway,arkansas,72032.0,south,FUR-TA-10002530,furniture,tables,"iceberg officeworks 42"" round tables",301.96,2.0,0.0,45.294
5860,5861,CA-2015-157434,4/29/2015,5/4/2015,second class,JK-15640,jim kriz,home office,united states,philadelphia,pennsylvania,19120.0,east,OFF-PA-10001526,office supplies,paper,xerox 1949,7.968,2.0,0.2,2.8884
5861,5862,CA-2016-101525,5/1/2016,5/4/2016,second class,CM-12235,chris mcafee,consumer,united states,little rock,arkansas,72209.0,south,OFF-PA-10001497,office supplies,paper,xerox 1914,109.92,2.0,0.0,53.8608
5862,5863,CA-2016-101525,5/1/2016,5/4/2016,second class,CM-12235,chris mcafee,consumer,united states,little rock,arkansas,72209.0,south,OFF-PA-10003936,office supplies,paper,xerox 1994,19.44,3.0,0.0,9.3312
5863,5864,CA-2016-101525,5/1/2016,5/4/2016,second class,CM-12235,chris mcafee,consumer,united states,little rock,arkansas,72209.0,south,OFF-AR-10000716,office supplies,art,dixon ticonderoga erasable checking pencils,11.16,2.0,0.0,4.3524
5864,5865,US-2014-117968,8/5/2014,8/7/2014,second class,RS-19420,ricardo sperren,corporate,united states,meriden,connecticut,6450.0,east,OFF-AP-10002765,office supplies,appliances,fellowes advanced computer series surge protectors,79.47,3.0,0.0,22.2516
5865,5866,US-2014-117968,8/5/2014,8/7/2014,second class,RS-19420,ricardo sperren,corporate,united states,meriden,connecticut,6450.0,east,OFF-AR-10004165,office supplies,art,"binney & smith inktank erasable pocket highlighter, chisel tip, yellow",4.56,2.0,0.0,2.0064
5866,5867,US-2014-117968,8/5/2014,8/7/2014,second class,RS-19420,ricardo sperren,corporate,united states,meriden,connecticut,6450.0,east,FUR-CH-10002335,furniture,chairs,hon gueststacker chair,1133.35,5.0,0.0,294.671
5867,5868,CA-2016-158211,1/4/2016,1/8/2016,standard class,BP-11185,ben peterman,corporate,united states,philadelphia,pennsylvania,19143.0,east,OFF-AR-10004078,office supplies,art,newell 312,4.672,1.0,0.2,0.584
5868,5869,CA-2016-158211,1/4/2016,1/8/2016,standard class,BP-11185,ben peterman,corporate,united states,philadelphia,pennsylvania,19143.0,east,OFF-BI-10002026,office supplies,binders,avery arch ring binders,104.58,6.0,0.7,-80.178
5869,5870,CA-2016-152247,11/7/2016,11/12/2016,standard class,MA-17995,michelle arnett,home office,united states,cheyenne,wyoming,82001.0,west,FUR-CH-10001215,furniture,chairs,global troy executive leather low-back tilter,1603.136,4.0,0.2,100.196
5870,5871,CA-2016-128223,6/14/2016,,same day,EB-13705,ed braxton,corporate,united states,anaheim,california,92804.0,west,FUR-TA-10001771,furniture,tables,"bush cubix conference tables, fully assembled",1293.488,7.0,0.2,80.843
5871,5872,CA-2016-154235,9/24/2016,9/28/2016,,RD-19900,ruben dartt,consumer,united states,bloomington,indiana,47401.0,central,FUR-FU-10004006,furniture,furnishings,"deflect-o duramat lighweight, studded, beveled mat for low pile carpeting",127.95,3.0,0.0,21.7515
5872,5873,CA-2017-129910,3/30/2017,4/3/2017,standard class,ME-17320,maria etezadi,home office,united states,columbus,georgia,31907.0,south,OFF-ST-10003282,office supplies,storage,"advantus 10-drawer portable organizer, chrome metal frame, smoke drawers",59.76,1.0,0.0,16.7328
5873,5874,CA-2017-133095,6/4/2017,6/4/2017,same day,EH-14005,erica hernandez,home office,united states,jonesboro,arkansas,72401.0,south,OFF-BI-10002353,office supplies,binders,gbc velobind cover sets,108.08,7.0,0.0,54.04
5874,5875,CA-2017-133095,6/4/2017,6/4/2017,same day,EH-14005,erica hernandez,home office,united states,jonesboro,arkansas,72401.0,south,OFF-BI-10004141,office supplies,binders,insertable tab indexes for data binders,9.54,3.0,0.0,4.3884
5875,5876,CA-2015-130554,4/7/2015,4/9/2015,first class,FM-14290,frank merwin,home office,united states,philadelphia,pennsylvania,19140.0,east,OFF-AR-10001954,office supplies,art,newell 331,11.736,3.0,0.2,1.0269
5876,5877,CA-2014-152443,5/21/2014,5/26/2014,standard class,FG-14260,frank gastineau,home office,united states,lawrence,massachusetts,1841.0,east,OFF-BI-10001071,office supplies,binders,gbc proclick punch binding system,447.86,7.0,0.0,219.4514
5877,5878,CA-2014-152443,5/21/2014,5/26/2014,standard class,FG-14260,frank gastineau,home office,united states,lawrence,massachusetts,1841.0,east,OFF-PA-10003022,office supplies,paper,xerox 1992,17.94,3.0,0.0,8.7906
